,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
5130,Seguridad Social y Privados,MEDICINA PREPAGA,HOMINIS S.A.                                      ,RECX2  ,7959,116897,12/18/2020,FACA2  ,3499,9/29/2020,60805,10/9/2020
3749,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,RECX2  ,7404,30578,10/16/2020,FACB2  ,10628,9/25/2020,35740,10/8/2020
4038,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION PERFUMERIA  ,RECX2  ,7572,31934,10/28/2020,FACA2  ,3457,9/25/2020,31934,10/8/2020
4423,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,7686,15134,11/6/2020,FACB2  ,10748,9/29/2020,15134,10/8/2020
4705,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,7782,79303,11/20/2020,FACA2  ,3486,9/29/2020,87515,10/8/2020
4828,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA ,RECX2  ,7863,30756,11/30/2020,FACB2  ,10635,9/25/2020,35918,10/8/2020
4981,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,7917,18128,12/3/2020,FACB2  ,10659,9/25/2020,28438,10/8/2020
5091,Seguridad Social y Privados,OS NACIONAL,"O.S. DE EMPRESARIOS, PROFES. Y MONOTRIBUTISTAS    ",RECX2  ,7964,302308,12/18/2020,FACA2  ,3483,9/25/2020,309743.56,10/8/2020
5177,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,8001,92170,12/21/2020,FACB2  ,10647,9/25/2020,107614,10/8/2020
5304,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,8062,242251.96,12/22/2020,FACB2  ,10722,9/29/2020,275528.96,10/8/2020
5305,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,8031,97380.16,12/22/2020,FACB2  ,10622,9/24/2020,66436.16,10/8/2020
3917,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7493,24448,10/23/2020,FACB2  ,10642,9/25/2020,24448,10/7/2020
3991,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",RECX2  ,7530,69588,10/28/2020,FACA2  ,3424,9/21/2020,75650,10/7/2020
4763,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7900,612996.4,11/30/2020,FACB2  ,10713,9/29/2020,425238.95,10/7/2020
4770,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,7842,79186,11/30/2020,FACA2  ,3476,9/25/2020,82698,10/7/2020
4787,Seguridad Social y Privados,OS NACIONAL,"O.S. PERSONAL DE JARDI, PARQ Y VIV DE LA REP ARG  ",RECX2  ,7907,59712,11/30/2020,FACB2  ,10490,9/21/2020,59712,10/7/2020
4792,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES        ,RECX2  ,7845,1286893.63,11/30/2020,FACB2  ,10520,9/21/2020,109046,10/7/2020
4835,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVAL,RECX2  ,7819,36634,11/30/2020,FACA2  ,3474,9/25/2020,36634,10/7/2020
4952,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7876,2613040,11/30/2020,FAECA  ,377,10/6/2020,2623426,10/7/2020
5095,Seguridad Social y Privados,OS NACIONAL,O.S. DE AGENTES DE PROPAGANDA MEDICA DE LA REP. AR,RECX2  ,7961,28221,12/18/2020,FACA2  ,3393,9/16/2020,62928,10/7/2020
3819,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,7390,89900,10/16/2020,FACA2  ,3470,9/25/2020,48768,10/6/2020
3822,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARI,RECX2  ,7395,39055,10/16/2020,FACB2  ,10451,9/18/2020,39055,10/6/2020
4956,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7892,166786,11/30/2020,FAECA  ,374,10/5/2020,167788,10/6/2020
4973,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE OBRAS Y SERVICIOS     ,RECX2  ,7888,37522,11/30/2020,FACA2  ,3447,9/24/2020,37522,10/6/2020
5020,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ASOCIACION DEL PERSONAL SUPERIOR DE LA,RECX2  ,7929,72008,12/11/2020,FACB2  ,10564,9/23/2020,9556,10/6/2020
5192,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,7970,294468.2,12/21/2020,FACB2  ,10653,9/25/2020,298586.2,10/6/2020
3355,Seguridad Social y Privados,MUTUAL,ASOC MUTUAL DEL PERS JERARQ DE BANCOS OFIC NAC    ,RECX2  ,7206,19866,9/25/2020,FACB2  ,8998,7/14/2020,19866,10/5/2020
4501,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA  ,RECX2  ,7705,1227520.04,11/11/2020,FACB2  ,10790,10/5/2020,1227520.04,10/5/2020
3775,Seguridad Social y Privados,OS NACIONAL,"OS DE MANDOS, MEDIOS DE TELECOM. EN ARG. y MERCOSU",RECX2  ,7429,520534.08,10/16/2020,FACB2  ,10599,9/24/2020,133386,10/2/2020
3784,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7403,469199,10/16/2020,FACB2  ,10597,9/24/2020,39526,10/2/2020
3852,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",RECX2  ,7467,1468874.02,10/23/2020,FACA2  ,3131,8/11/2020,1476066.02,10/2/2020
4461,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7656,5162,11/6/2020,FACB2  ,10597,9/24/2020,39526,10/2/2020
4527,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,7714,3158,11/17/2020,FACB2  ,10764,9/29/2020,291796.42,10/2/2020
4604,Seguridad Social y Privados,OS NACIONAL,"O.S. PERSONAL DE JARDI, PARQ Y VIV DE LA REP ARG  ",RECX2  ,7749,55023,11/20/2020,FACB2  ,10225,9/9/2020,25768,10/2/2020
5213,Seguridad Social y Privados,OS NACIONAL,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",RECX2  ,8028,1884545.17,12/21/2020,FACB2  ,10314,9/14/2020,88314.96,10/2/2020
5313,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,8056,208039.84,12/22/2020,FACB2  ,10783,10/2/2020,100025.4,10/2/2020
3419,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS",RECX2  ,7259,15508,9/30/2020,FACB2  ,9222,7/21/2020,15508,10/1/2020
3832,PAMI,PAMI,I.N.S.S.J y P.                                    ,RECX2  ,7443,71821927.13,10/21/2020,FACB2  ,10779,10/1/2020,77227878.16,10/1/2020
4063,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,7533,152034.92,10/28/2020,FACB2  ,10723,9/29/2020,152034.92,10/1/2020
4084,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS",RECX2  ,7584,187041.01,10/29/2020,FACB2  ,7753,4/3/2020,71926,10/1/2020
4421,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7670,2211974,11/6/2020,FAECA  ,357,9/24/2020,2219536,10/1/2020
4493,Seguridad Social y Privados,MEDICINA PREPAGA,APRES  S.A.                                       ,RECX2  ,7703,10296,11/10/2020,FACA2  ,3438,9/23/2020,10296,10/1/2020
4815,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,RECX2  ,7874,855222.08,11/30/2020,FACB2  ,10581,9/23/2020,855222.08,10/1/2020
4986,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE LA REP ARG    ,RECX2  ,7925,30920,12/3/2020,FACB2  ,10420,9/17/2020,34386,10/1/2020
5141,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,8018,63273,12/21/2020,FACB2  ,10423,9/17/2020,63273,10/1/2020
5220,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,8019,104702,12/21/2020,FACB2  ,10212,9/9/2020,104702,10/1/2020
5250,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,7977,559194.91,12/21/2020,FACB2  ,10569,9/23/2020,68853,10/1/2020
5299,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,8049,424834.55,12/22/2020,FACA2  ,3431,9/22/2020,200436,10/1/2020
5307,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,8057,635969.12,12/22/2020,FACB2  ,10561,9/23/2020,637841.12,10/1/2020
3857,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,RECX2  ,7497,428903,10/23/2020,FACB2  ,10335,9/14/2020,97436,9/30/2020
3964,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,7512,106755,10/26/2020,FACB2  ,10514,9/21/2020,117065,9/30/2020
4129,Seguridad Social y Privados,MEDICINA PREPAGA,GALENO ARGENTINA S.A.                             ,RECX2  ,7630,425925,11/3/2020,FACA2  ,3419,9/21/2020,78760,9/30/2020
4428,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL D,RECX2  ,7668,11125.5,11/6/2020,FACB2  ,10405,9/16/2020,28020,9/30/2020
4654,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7750,295418,11/20/2020,FAECA  ,370,9/29/2020,295418,9/30/2020
4942,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENT,RECX2  ,7835,941416.96,11/30/2020,FAECA  ,371,9/29/2020,261055,9/30/2020
5216,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,8009,80606,12/21/2020,FACB2  ,10495,9/21/2020,54738,9/30/2020
5291,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,8038,15399,12/22/2020,FACB2  ,10774,9/30/2020,15399,9/30/2020
3670,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7330,1123706.73,10/13/2020,FACB2  ,10489,9/21/2020,30916,9/29/2020
4200,Seguridad Social y Privados,MEDICINA PREPAGA,GALENO ARGENTINA S.A.                             ,RECX2  ,7631,457433.62,11/3/2020,FAECA  ,362,9/25/2020,469065.08,9/29/2020
4457,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,7655,189722,11/6/2020,FACB2  ,10512,9/21/2020,46240,9/29/2020
4486,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DE RELOJEROS, JOYEROS Y AFINES        ",RECX2  ,7698,1478491.91,11/10/2020,FACB2  ,10377,9/15/2020,99606.64,9/29/2020
4599,Seguridad Social y Privados,OS NACIONAL,O.S. DE CAPITANES DE ULTRAMAR Y OFIC. DE MARINA ME,RECX2  ,7746,364106.01,11/20/2020,FACB2  ,10516,9/21/2020,62540,9/29/2020
4655,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7772,953454.2,11/20/2020,FAECA  ,366,9/29/2020,325832.2,9/29/2020
4776,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,7897,4001297.95,11/30/2020,FACA2  ,3403,9/17/2020,704199,9/29/2020
4939,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7870,117158,11/30/2020,FACB2  ,10587,9/23/2020,117158,9/29/2020
5161,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,RECX2  ,7990,882145.1,12/21/2020,FACB2  ,10370,9/15/2020,882145.1,9/28/2020
5262,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA ,RECX2  ,8041,43706,12/22/2020,FACB2  ,10221,9/9/2020,48868,9/28/2020
3714,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REP ARG,RECX2  ,7355,477595.55,10/13/2020,FACB2  ,10526,9/21/2020,51564,9/25/2020
3761,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,7384,13462,10/16/2020,FACB2  ,9722,8/13/2020,13462,9/25/2020
3773,Seguridad Social y Privados,NINGUNO,O.S. PROGRAMAS MEDICOS S.A.C.M.                   ,RECX2  ,7402,56479,10/16/2020,FACB2  ,10435,9/17/2020,56479,9/25/2020
3774,Seguridad Social y Privados,NINGUNO,O.S. PROGRAMAS MEDICOS S.A.C.M.                   ,RECX2  ,7401,52072,10/16/2020,FACB2  ,10782,10/1/2020,52072,9/25/2020
3866,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA ,RECX2  ,7486,1009278.02,10/23/2020,FACB2  ,10333,9/14/2020,72146,9/25/2020
3877,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,7483,102304,10/23/2020,FACA2  ,3416,9/21/2020,47574,9/25/2020
4105,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,7605,95536,10/30/2020,FACA2  ,3423,9/21/2020,98536,9/25/2020
4389,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7673,253530,11/6/2020,FACB2  ,10440,9/17/2020,284488,9/25/2020
4417,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,7694,1166959.74,11/6/2020,FAECA  ,365,9/25/2020,213778,9/25/2020
4667,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD         ,RECX2  ,7780,41720,11/20/2020,FACA2  ,2960,7/15/2020,51693,9/25/2020
4830,Seguridad Social y Privados,OS NACIONAL,O.S. DE LAS ASOCIACIONES DE EMPL. DE FARMACIA     ,RECX2  ,7890,130345,11/30/2020,FACB2  ,10524,9/21/2020,40936,9/25/2020
4831,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE FARMACIA              ,RECX2  ,7853,108443,11/30/2020,FACB2  ,10332,9/14/2020,58847,9/25/2020
4950,Seguridad Social y Privados,MEDICINA PREPAGA,SWISS MEDICAL S.A.                                ,RECX2  ,7893,70502,11/30/2020,FACA2  ,3421,9/21/2020,70502,9/25/2020
5178,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,8002,102826,12/21/2020,FACB2  ,10475,9/18/2020,107988,9/25/2020
3840,Seguridad Social y Privados,OS NACIONAL,O. S. DE LA UNION OBRERA METALURGICA DE LA REP. AR,RECX2  ,7455,58838,10/22/2020,FACB2  ,10330,9/14/2020,129406,9/24/2020
3844,Seguridad Social y Privados,MUTUAL,ASOC MUTUAL DEL PERS JERARQ DE BANCOS OFIC NAC    ,RECX2  ,7444,19825.29,10/22/2020,FACB2  ,10091,8/26/2020,19825.29,9/24/2020
4103,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PROV. DE CHUBUT         ,RECX2  ,7612,706272.1,10/30/2020,FACB2  ,10373,9/15/2020,719315,9/24/2020
4528,Seguridad Social y Privados,OS NACIONAL,O. S. DE LA UNION OBRERA METALURGICA DE LA REP. AR,RECX2  ,7715,1505067.58,11/17/2020,FACB2  ,10331,9/14/2020,1505067.58,9/24/2020
4615,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7754,37760.02,11/20/2020,FACB2  ,10452,9/18/2020,37760.02,9/24/2020
3609,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,7371,434526.27,10/13/2020,FACB2  ,9340,7/27/2020,80263.68,9/23/2020
3621,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,7343,329102.28,10/13/2020,FACB2  ,9765,8/14/2020,642661.28,9/23/2020
3626,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA AR,RECX2  ,7345,33134,10/13/2020,FACA2  ,3407,9/18/2020,33134,9/23/2020
3630,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,7332,126131,10/13/2020,FACB2  ,9882,8/19/2020,23676,9/23/2020
3632,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,7356,135965,10/13/2020,FACA2  ,3394,9/17/2020,92064,9/23/2020
3661,Seguridad Social y Privados,OS NACIONAL,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",RECX2  ,7325,770321.19,10/13/2020,FACB2  ,8142,5/15/2020,315979.91,9/23/2020
4100,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,7611,112992,10/30/2020,FACA2  ,3405,9/18/2020,25914,9/23/2020
4400,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,7649,53970.4,11/6/2020,FACB2  ,10449,9/18/2020,53970.4,9/23/2020
4459,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,RECX2  ,7678,97351.1,11/6/2020,FACB2  ,10437,9/17/2020,97351.1,9/23/2020
4647,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,7767,35596,11/20/2020,FACB2  ,10426,9/17/2020,37396,9/23/2020
4741,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,7798,1022576,11/30/2020,FACA2  ,3378,9/15/2020,1022576,9/23/2020
4834,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,7795,126839,11/30/2020,FACB2  ,10234,9/10/2020,126839,9/23/2020
4843,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUE",RECX2  ,7884,199288,11/30/2020,FACB2  ,10295,9/11/2020,79840,9/23/2020
4968,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,7840,145175,11/30/2020,FACB2  ,10294,9/11/2020,95714,9/23/2020
5198,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS ,RECX2  ,7976,35748,12/21/2020,FACB2  ,8869,6/30/2020,35748,9/23/2020
5206,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,8003,53271.76,12/21/2020,FACB2  ,10460,9/18/2020,53271.76,9/23/2020
3076,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,7059,120132,9/11/2020,FACB2  ,9062,7/16/2020,120132,9/22/2020
3232,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,7159,12308,9/21/2020,FACB2  ,8743,6/24/2020,12308,9/22/2020
3717,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,7409,135966.76,10/16/2020,FACB2  ,10393,9/16/2020,141268.76,9/22/2020
3758,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION PERFUMERIA  ,RECX2  ,7410,58418,10/16/2020,FACA2  ,3396,9/17/2020,58418,9/22/2020
4415,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,7693,99783.6,11/6/2020,FAECA  ,354,9/21/2020,479520,9/22/2020
4422,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7687,1572627,11/6/2020,FAECA  ,352,9/18/2020,1589861,9/22/2020
4560,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CONDUCTORES DE REMISES Y AUTOS AL I,RECX2  ,7729,124307.92,11/19/2020,FACB2  ,10406,9/16/2020,41296,9/22/2020
5102,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,7953,142226,12/18/2020,FACB2  ,10430,9/17/2020,34620,9/22/2020
5180,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,8004,346845,12/21/2020,FACB2  ,10394,9/16/2020,350783,9/22/2020
3702,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,7347,761660.36,10/13/2020,FACB2  ,10323,9/14/2020,160793,9/21/2020
4039,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,7532,83991.21,10/28/2020,FACB2  ,10361,9/15/2020,83991.21,9/21/2020
4393,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,RECX2  ,7685,12562,11/6/2020,FACB2  ,10387,9/16/2020,25124,9/21/2020
4556,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,7738,139547,11/19/2020,FACB2  ,10371,9/15/2020,139547,9/21/2020
4706,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,7757,483281.15,11/20/2020,FACB2  ,9928,8/20/2020,73089,9/21/2020
4766,Seguridad Social y Privados,OS NACIONAL,O.S. PERS. JERARQ. DE LA IND. GRAF. y AGUA y ENERG,RECX2  ,7821,22804,11/30/2020,FACB2  ,10391,9/16/2020,27952,9/21/2020
4910,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,7797,659270.15,11/30/2020,FACA2  ,3372,9/15/2020,803488.27,9/21/2020
5144,Seguridad Social y Privados,PRESTADORES PRIVADOS,DIRECCION DE AYUDA SOCIAL PARA EL PERSONAL DEL CON,RECX2  ,7993,4792,12/21/2020,FACB2  ,10382,9/16/2020,13296,9/21/2020
5239,Seguridad Social y Privados,PRESTADORES PRIVADOS,CORPORACION ASISTENCIAL S.A.                      ,RECX2  ,7971,56753,12/21/2020,FACA2  ,3348,9/10/2020,56753,9/21/2020
4028,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,7531,215859.92,10/28/2020,FAECA  ,351,9/18/2020,240242.08,9/18/2020
4383,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7672,260748,11/6/2020,FACB2  ,10192,9/8/2020,337202,9/18/2020
4403,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7675,372934,11/6/2020,FACB2  ,10342,9/15/2020,437662,9/18/2020
4424,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERS. DE DIRECC. DE LA IND. DEL PETROLEO,RECX2  ,7669,60440,11/6/2020,FACA2  ,3186,8/13/2020,14800,9/18/2020
5075,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7947,6048,12/18/2020,FACB2  ,10192,9/8/2020,337202,9/18/2020
5218,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA,RECX2  ,7980,772121.89,12/21/2020,FACB2  ,10057,8/26/2020,23855,9/18/2020
3449,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7217,156024,9/30/2020,FACB2  ,10214,9/9/2020,156024,9/17/2020
3451,Seguridad Social y Privados,OS NACIONAL,"OS DE MANDOS, MEDIOS DE TELECOM. EN ARG. y MERCOSU",RECX2  ,7250,963442.12,9/30/2020,FACB2  ,10350,9/15/2020,87912,9/17/2020
3739,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE AGENCIAS INFORMES     ,RECX2  ,7387,8268,10/16/2020,FACB2  ,9525,8/6/2020,8268,9/17/2020
